last update: Sun May 01 2016 00:54:14 GMT+0800 (HKT)

order	team	score	std
0	[67]	929	100
1	[1718]	883	94
2	[2056]	870	92
3	[195]	866	92
4	[1678]	862	91
5	[1690]	852	90
6	[694]	852	90
7	[1519]	851	90
8	[148]	850	90
9	[2122]	840	88
10	[2590]	828	87
11	[217]	827	86
12	[2052]	820	86
13	[971]	808	84
14	[230]	806	84
15	[364]	799	83
16	[2834]	795	82
17	[1918]	794	82
18	[133]	789	81
19	[341]	789	81
20	[3683]	786	81
21	[4678]	782	81
22	[3546]	778	80
23	[5895]	774	79
24	[3476]	773	79
25	[5172]	772	79
26	[3641]	763	78
27	[3130]	759	77
28	[4334]	755	77
29	[5406]	747	76
30	[1024]	744	75
31	[1501]	739	75
32	[1425]	733	74
33	[876]	730	74
34	[3538]	730	74
35	[2823]	730	74
36	[294]	728	73
37	[1806]	727	73
38	[225]	727	73
39	[2451]	721	72
40	[2481]	721	72
41	[379]	717	72
42	[1323]	716	72
43	[166]	715	72
44	[5460]	714	72
45	[33]	714	72
46	[1731]	714	72
47	[987]	713	71
48	[4564]	712	71
49	[3005]	712	71
50	[910]	710	71
51	[3339]	708	71
52	[365]	708	71
53	[3015]	706	70
54	[1986]	706	70
55	[2557]	703	70
56	[558]	703	70
57	[1756]	702	70
58	[254]	701	70
59	[3620]	700	70
60	[3539]	699	70
61	[868]	696	69
62	[27]	696	69
63	[118]	695	69
64	[525]	692	69
65	[2137]	692	69
66	[4003]	687	68
67	[2013]	685	68
68	[494]	685	68
69	[179]	684	68
70	[708]	679	67
71	[25]	677	67
72	[330]	676	66
73	[1619]	676	66
74	[16]	673	66
75	[1305]	672	66
76	[5050]	670	66
77	[1261]	669	66
78	[193]	668	65
79	[1241]	668	65
80	[85]	664	65
81	[1197]	662	65
82	[3618]	661	65
83	[3357]	660	64
84	[5150]	654	64
85	[1257]	651	63
86	[3481]	649	63
87	[4001]	649	63
88	[233]	648	63
89	[4028]	647	63
90	[125]	643	62
91	[4561]	643	62
92	[5803]	642	62
93	[639]	638	61
94	[2767]	636	61
95	[2648]	634	61
96	[175]	634	61
97	[360]	634	61
98	[4587]	632	61
99	[842]	631	61
100	[3238]	628	60
101	[1114]	628	60
102	[1089]	628	60
103	[120]	625	60
104	[973]	625	60
105	[4967]	625	60
106	[2614]	623	59
107	[5546]	623	59
108	[4488]	622	59
109	[3990]	622	59
110	[1736]	621	59
111	[1418]	620	59
112	[1640]	619	59
113	[2502]	619	59
114	[610]	619	59
115	[3937]	619	59
116	[4451]	619	59
117	[2474]	619	59
118	[359]	619	59
119	[346]	619	59
120	[3314]	618	59
121	[2194]	617	59
122	[3360]	617	59
123	[41]	616	59
124	[1538]	615	58
125	[3284]	614	58
126	[1885]	614	58
127	[5813]	613	58
128	[2522]	613	58
