last update: Sat Apr 30 2016 22:50:20 GMT+0800 (HKT)

order	team	score	std
0	[973]	940	100
1	[195]	812	83
2	[254]	807	83
3	[1718]	786	80
4	[2451]	785	80
5	[230]	767	77
6	[1241]	760	77
7	[1918]	756	76
8	[1519]	752	75
9	[133]	749	75
10	[3620]	743	74
11	[708]	732	73
12	[2823]	730	73
13	[2056]	726	72
14	[1690]	715	71
15	[179]	715	71
16	[166]	715	71
17	[5172]	714	70
18	[148]	712	70
19	[694]	712	70
20	[1678]	712	70
21	[610]	704	69
22	[27]	702	69
23	[971]	699	69
24	[118]	695	68
25	[4564]	694	68
26	[3538]	692	68
27	[1024]	686	67
28	[2122]	685	67
29	[294]	684	67
30	[5460]	678	66
31	[16]	673	65
32	[1501]	671	65
33	[1806]	666	64
34	[3641]	665	64
35	[217]	663	64
36	[3618]	661	64
37	[2052]	659	63
38	[1425]	658	63
39	[876]	654	63
40	[67]	651	62
41	[868]	650	62
42	[225]	649	62
43	[4334]	649	62
44	[2013]	647	62
45	[1731]	644	61
46	[33]	644	61
47	[4561]	643	61
48	[2557]	641	61
49	[4678]	640	61
50	[5406]	638	61
51	[1089]	637	60
52	[2767]	636	60
53	[175]	634	60
54	[360]	634	60
55	[4587]	632	60
56	[987]	631	60
57	[842]	631	60
58	[3357]	630	60
59	[85]	629	59
60	[3937]	629	59
61	[3238]	628	59
62	[1114]	628	59
63	[3005]	628	59
64	[1305]	627	59
65	[330]	626	59
66	[910]	626	59
67	[3683]	625	59
68	[2614]	623	59
69	[5546]	623	59
70	[2834]	623	59
71	[4103]	623	59
72	[4488]	622	58
73	[5895]	622	58
74	[558]	621	58
75	[1736]	621	58
76	[125]	621	58
77	[1418]	620	58
78	[5150]	620	58
79	[1261]	619	58
80	[4451]	619	58
81	[3314]	618	58
82	[319]	617	58
83	[41]	616	58
84	[5803]	615	58
85	[1538]	615	58
86	[3284]	614	57
87	[1885]	614	57
88	[1323]	614	57
89	[4003]	613	57
90	[2522]	613	57
91	[5813]	613	57
92	[176]	612	57
93	[1257]	612	57
94	[3663]	609	57
95	[2137]	609	57
96	[2590]	609	57
97	[359]	609	57
98	[25]	609	57
99	[20]	608	57
100	[4613]	608	57
101	[2637]	608	57
102	[2471]	606	56
103	[48]	606	56
104	[3476]	605	56
105	[3130]	605	56
106	[3044]	604	56
107	[3015]	604	56
108	[2481]	602	56
109	[2064]	602	56
110	[70]	602	56
111	[2485]	600	56
112	[1986]	600	56
113	[3478]	599	55
114	[4391]	599	55
115	[1747]	598	55
116	[122]	598	55
117	[4001]	598	55
118	[5499]	597	55
119	[229]	596	55
120	[3990]	596	55
121	[346]	595	55
122	[3309]	595	55
123	[503]	595	55
124	[1058]	594	55
125	[3539]	594	55
126	[2035]	593	55
127	[1768]	591	54
128	[494]	591	54
129	[364]	591	54
130	[303]	590	54
131	[2054]	589	54
132	[1640]	589	54
133	[5114]	589	54
134	[686]	588	54
135	[3360]	587	54
136	[548]	586	54
137	[177]	586	54
138	[573]	586	54
139	[4967]	585	54
140	[172]	584	54
141	[869]	582	53
142	[1619]	582	53
143	[1137]	582	53
144	[5663]	581	53
145	[3546]	580	53
146	[4039]	580	53
147	[231]	580	53
148	[2046]	579	53
149	[2067]	578	53
150	[2438]	578	53
151	[126]	577	53
152	[365]	576	52
153	[1099]	576	52
154	[1684]	576	52
155	[2771]	575	52
156	[5437]	575	52
157	[329]	575	52
158	[78]	574	52
159	[4256]	573	52
160	[228]	573	52
161	[1540]	572	52
162	[2439]	570	52
163	[1262]	570	52
164	[525]	570	52
165	[4253]	570	52
166	[1023]	569	52
167	[1712]	567	51
168	[3352]	567	51
169	[3574]	566	51
170	[1983]	566	51
171	[1143]	566	51
172	[4276]	565	51
173	[5448]	565	51
174	[2783]	564	51
175	[1477]	564	51
176	[2648]	564	51
177	[1987]	564	51
178	[461]	564	51
179	[245]	563	51
180	[3534]	562	51
181	[639]	562	51
182	[858]	562	51
183	[4028]	561	51
184	[379]	561	51
185	[2655]	561	51
186	[5326]	560	50
187	[2393]	560	50
188	[1011]	559	50
189	[3970]	558	50
190	[207]	558	50
191	[2147]	557	50
192	[4469]	557	50
193	[1676]	557	50
194	[2474]	557	50
195	[74]	556	50
196	[1124]	556	50
197	[5166]	556	50
198	[4362]	556	50
199	[5050]	556	50
200	[1710]	555	50
201	[4085]	555	50
202	[4242]	555	50
203	[45]	555	50
204	[3536]	555	50
205	[3847]	554	50
206	[3245]	553	49
207	[2403]	553	49
208	[321]	552	49
209	[3824]	552	49
210	[5618]	551	49
211	[1481]	551	49
212	[2881]	550	49
213	[4122]	549	49
214	[4264]	548	49
215	[5907]	548	49
216	[3339]	548	49
217	[2996]	548	49
218	[1310]	547	49
219	[2586]	547	49
220	[2486]	546	49
221	[263]	546	49
222	[6153]	546	49
223	[57]	546	49
224	[333]	545	48
225	[834]	545	48
226	[4009]	545	48
227	[904]	545	48
228	[3310]	545	48
229	[5878]	545	48
230	[3504]	545	48
231	[3098]	545	48
232	[1391]	544	48
233	[295]	543	48
234	[272]	543	48
235	[2194]	543	48
236	[2175]	543	48
237	[1250]	543	48
238	[870]	543	48
239	[1675]	542	48
240	[1197]	542	48
241	[4468]	541	48
242	[1746]	541	48
243	[3481]	541	48
244	[1086]	541	48
245	[180]	540	48
246	[1756]	540	48
247	[3932]	540	48
248	[5801]	539	48
249	[1306]	539	48
250	[2338]	539	48
251	[384]	538	48
252	[1318]	538	48
253	[4063]	538	48
254	[4384]	537	47
255	[2883]	537	47
256	[4550]	537	47
257	[6098]	536	47
258	[5167]	536	47
259	[3042]	536	47
260	[5472]	536	47
261	[5048]	536	47
262	[2990]	535	47
263	[4241]	535	47
264	[2974]	535	47
265	[6167]	535	47
266	[191]	535	47
267	[3166]	534	47
268	[3452]	534	47
269	[5914]	532	47
270	[5254]	532	47
271	[4131]	531	47
272	[2619]	531	47
273	[1796]	531	47
274	[5933]	531	47
275	[1153]	530	46
276	[6166]	530	46
277	[111]	530	46
278	[4499]	529	46
279	[3604]	529	46
280	[2987]	527	46
281	[1533]	527	46
282	[1730]	527	46
283	[999]	527	46
284	[4920]	527	46
285	[123]	527	46
286	[5832]	527	46
287	[4060]	527	46
288	[2081]	526	46
289	[3234]	526	46
290	[401]	526	46
291	[4905]	526	46
292	[5016]	525	46
293	[6086]	525	46
294	[2468]	525	46
295	[2502]	525	46
296	[2445]	525	46
297	[135]	524	46
298	[2337]	524	46
299	[6025]	524	46
300	[2846]	523	46
301	[1065]	523	46
302	[5199]	523	46
303	[341]	521	45
304	[1836]	521	45
305	[4911]	521	45
306	[193]	520	45
307	[5518]	520	45
308	[5913]	520	45
309	[5818]	519	45
310	[5279]	519	45
311	[3419]	518	45
312	[4525]	518	45
313	[3147]	518	45
314	[4180]	518	45
315	[60]	518	45
316	[4290]	517	45
317	[3770]	516	45
318	[1258]	516	45
319	[5124]	516	45
320	[181]	516	45
321	[2363]	516	45
322	[5980]	515	45
323	[3602]	515	45
324	[3688]	515	45
325	[5842]	515	45
326	[4183]	515	45
327	[1559]	515	45
328	[5851]	514	44
329	[233]	514	44
330	[6221]	514	44
331	[4377]	514	44
332	[3128]	514	44
333	[5030]	513	44
334	[4330]	513	44
335	[4216]	512	44
336	[2733]	512	44
337	[107]	512	44
338	[423]	512	44
339	[6035]	512	44
340	[1625]	511	44
341	[1296]	511	44
342	[5039]	511	44
343	[5098]	510	44
344	[6144]	509	44
345	[1529]	508	44
346	[1511]	507	43
347	[5830]	507	43
348	[4146]	507	43
349	[1775]	507	43
350	[5712]	507	43
351	[5404]	506	43
352	[5624]	506	43
353	[68]	505	43
354	[1769]	505	43
355	[6171]	505	43
356	[4010]	504	43
357	[5872]	503	43
358	[3637]	503	43
359	[1701]	503	43
360	[1126]	502	43
361	[5891]	501	43
362	[3039]	500	43
363	[2634]	500	43
364	[5450]	500	43
365	[2168]	500	43
366	[1648]	500	43
367	[2980]	500	43
368	[5505]	500	43
369	[5439]	499	42
370	[4930]	499	42
371	[5920]	499	42
372	[2642]	499	42
373	[4534]	498	42
374	[1764]	498	42
375	[2638]	498	42
376	[3260]	498	42
377	[3506]	498	42
378	[1723]	497	42
379	[6175]	497	42
380	[1339]	497	42
381	[4646]	497	42
382	[5837]	497	42
383	[5431]	496	42
384	[5006]	496	42
385	[836]	496	42
386	[5910]	496	42
387	[4405]	496	42
388	[4519]	495	42
389	[2415]	495	42
390	[5677]	495	42
391	[141]	494	42
392	[279]	494	42
393	[4403]	494	42
394	[103]	493	42
395	[3930]	493	42
396	[3397]	493	42
397	[5924]	493	42
398	[5996]	492	42
399	[1671]	492	42
400	[2341]	492	42
401	[3853]	492	42
402	[812]	492	42
403	[2978]	491	41
404	[5804]	491	41
405	[4159]	490	41
406	[1510]	490	41
407	[4536]	489	41
408	[1325]	489	41
409	[5816]	489	41
410	[5726]	489	41
411	[5900]	489	41
412	[1662]	489	41
413	[3656]	488	41
414	[339]	488	41
415	[3880]	488	41
416	[4450]	487	41
417	[5053]	487	41
418	[3490]	487	41
419	[6193]	487	41
420	[5885]	487	41
421	[3211]	487	41
422	[5811]	487	41
423	[4188]	487	41
424	[5401]	486	41
425	[8]	486	41
426	[6219]	486	41
427	[1389]	486	41
428	[5926]	486	41
429	[4945]	486	41
430	[188]	486	41
431	[498]	485	41
432	[120]	484	40
433	[4931]	483	40
434	[5686]	483	40
435	[6220]	483	40
436	[6134]	483	40
437	[4508]	483	40
438	[1311]	482	40
439	[2935]	482	40
440	[4087]	482	40
441	[771]	481	40
442	[3019]	481	40
443	[670]	481	40
444	[3230]	481	40
445	[5854]	480	40
446	[597]	480	40
447	[4547]	480	40
448	[3414]	479	40
449	[5817]	479	40
450	[1923]	479	40
451	[5822]	478	40
452	[746]	478	40
453	[5839]	478	40
454	[3324]	478	40
455	[1902]	477	40
456	[1208]	477	40
457	[2526]	477	40
458	[3135]	477	40
459	[1732]	476	39
460	[4026]	475	39
461	[6012]	475	39
462	[3018]	475	39
463	[4329]	475	39
464	[5274]	475	39
465	[2202]	475	39
466	[3132]	474	39
467	[422]	474	39
468	[5930]	472	39
469	[540]	472	39
470	[5976]	472	39
471	[6032]	472	39
472	[4125]	471	39
473	[4607]	471	39
474	[236]	471	39
475	[2761]	471	39
476	[4625]	470	39
477	[190]	469	39
478	[287]	469	39
479	[4061]	468	38
480	[5805]	468	38
481	[1218]	468	38
482	[5855]	468	38
483	[4740]	468	38
484	[623]	467	38
485	[5232]	467	38
486	[5034]	466	38
487	[1991]	466	38
488	[4590]	466	38
489	[4744]	466	38
490	[3102]	465	38
491	[5846]	465	38
492	[5084]	464	38
493	[6075]	463	38
494	[3925]	462	38
495	[5690]	462	38
496	[88]	461	37
497	[2405]	461	37
498	[5679]	461	37
499	[3533]	460	37
500	[6070]	460	37
501	[4135]	460	37
502	[6055]	459	37
503	[4761]	459	37
504	[1860]	459	37
505	[5858]	459	37
506	[3158]	459	37
507	[2383]	458	37
508	[5572]	458	37
509	[955]	458	37
510	[1159]	456	37
511	[5410]	456	37
512	[1073]	454	37
513	[604]	454	37
514	[932]	453	36
515	[3374]	453	36
516	[5012]	453	36
517	[5870]	453	36
518	[4013]	452	36
519	[1629]	452	36
520	[5834]	452	36
521	[2212]	451	36
522	[5024]	451	36
523	[1665]	451	36
524	[3926]	450	36
525	[839]	450	36
526	[5417]	449	36
527	[5827]	448	36
528	[1939]	447	36
529	[5332]	447	36
530	[5915]	447	36
531	[1123]	446	36
532	[5454]	446	36
533	[6016]	446	36
534	[66]	446	36
535	[2220]	445	35
536	[2370]	445	35
537	[5422]	444	35
538	[3049]	444	35
539	[1209]	443	35
540	[2907]	443	35
541	[538]	443	35
542	[5057]	443	35
543	[537]	442	35
544	[2102]	442	35
545	[1700]	442	35
546	[5847]	442	35
547	[3303]	441	35
548	[3735]	441	35
549	[5987]	441	35
550	[3646]	440	35
551	[6082]	440	35
552	[1405]	440	35
553	[296]	439	35
554	[3630]	438	34
555	[3961]	437	34
556	[3600]	436	34
557	[4910]	436	34
558	[1156]	435	34
559	[5940]	434	34
560	[5333]	433	34
561	[2283]	433	34
562	[2848]	432	34
563	[11]	432	34
564	[5912]	431	34
565	[5876]	431	34
566	[6072]	430	33
567	[3389]	429	33
568	[781]	429	33
569	[5243]	428	33
570	[4828]	428	33
571	[3021]	427	33
572	[1973]	427	33
573	[3655]	425	33
574	[3965]	425	33
575	[3527]	424	33
576	[980]	424	33
577	[5897]	423	33
578	[3562]	423	33
