last update: Sat Apr 30 2016 00:02:46 GMT+0800 (HKT)

order	team	score	std
0	[1519]	875	100
1	[1241]	865	99
2	[973]	810	91
3	[195]	810	91
4	[67]	770	85
5	[254]	741	81
6	[27]	730	79
7	[133]	729	79
8	[118]	728	79
9	[230]	721	78
10	[3620]	716	77
11	[4001]	715	77
12	[2451]	705	76
13	[2823]	705	76
14	[5172]	703	75
15	[1024]	700	75
16	[971]	699	75
17	[166]	694	74
18	[148]	688	73
19	[16]	688	73
20	[225]	678	72
21	[4003]	675	71
22	[987]	665	70
23	[2035]	665	70
24	[2056]	662	70
25	[5895]	660	69
26	[48]	650	68
27	[5546]	650	68
28	[610]	647	67
29	[360]	646	67
30	[708]	644	67
31	[3314]	643	67
32	[2614]	640	66
33	[1806]	640	66
34	[1391]	640	66
35	[1918]	638	66
36	[333]	635	66
37	[4564]	635	66
38	[1678]	634	66
39	[868]	634	66
40	[876]	634	66
41	[3641]	633	65
42	[2767]	629	65
43	[1114]	628	65
44	[3538]	623	64
45	[122]	622	64
46	[1425]	620	64
47	[3357]	620	64
48	[1731]	620	64
49	[4678]	619	63
50	[2471]	618	63
51	[1736]	617	63
52	[2393]	617	63
53	[1323]	617	63
54	[330]	616	63
55	[294]	616	63
56	[2137]	615	63
57	[2485]	614	63
58	[1885]	614	63
59	[3663]	613	63
60	[558]	610	62
61	[910]	609	62
62	[3476]	609	62
63	[1011]	607	62
64	[2052]	605	61
65	[2996]	605	61
66	[842]	605	61
67	[41]	605	61
68	[3130]	605	61
69	[5437]	605	61
70	[245]	605	61
71	[4587]	604	61
72	[3238]	602	61
73	[359]	602	61
74	[5663]	602	61
75	[6167]	601	61
76	[2122]	601	61
77	[1305]	601	61
78	[1538]	600	61
79	[4967]	600	61
80	[2637]	599	61
81	[4561]	599	61
82	[70]	599	61
83	[5150]	599	61
84	[125]	599	61
85	[2403]	598	60
86	[548]	598	60
87	[5891]	597	60
88	[1690]	595	60
89	[5114]	595	60
90	[229]	594	60
91	[1718]	593	60
92	[3452]	593	60
93	[5499]	593	60
94	[172]	593	60
95	[3970]	592	60
96	[639]	592	60
97	[2834]	591	59
98	[1747]	591	59
99	[2046]	591	59
100	[2557]	591	59
101	[3419]	589	59
102	[2590]	589	59
103	[5406]	588	59
104	[694]	588	59
105	[2481]	588	59
106	[4451]	587	59
107	[20]	586	59
108	[2054]	586	59
109	[1501]	585	59
110	[4103]	584	58
111	[4242]	583	58
112	[1676]	581	58
113	[329]	581	58
114	[33]	580	58
115	[3309]	580	58
116	[3618]	579	58
117	[5460]	579	58
118	[3937]	579	58
119	[25]	579	58
120	[2147]	578	58
121	[3683]	578	58
122	[3245]	577	57
123	[2439]	577	57
124	[858]	577	57
125	[3990]	576	57
126	[4391]	576	57
127	[2522]	575	57
128	[179]	575	57
129	[5813]	575	57
130	[175]	575	57
131	[1481]	575	57
132	[4039]	574	57
133	[1477]	573	57
134	[3310]	572	57
135	[834]	572	57
136	[120]	571	57
137	[3478]	570	56
138	[217]	570	56
139	[319]	570	56
140	[4469]	569	56
141	[1099]	569	56
142	[2081]	569	56
143	[2175]	568	56
144	[3234]	568	56
145	[4264]	567	56
146	[126]	567	56
147	[1987]	567	56
148	[2771]	566	56
149	[379]	565	56
150	[233]	565	56
151	[1712]	565	56
152	[1124]	565	56
153	[177]	564	56
154	[1540]	564	56
155	[1418]	563	55
156	[4613]	562	55
157	[228]	562	55
158	[5914]	562	55
159	[1684]	562	55
160	[3481]	562	55
161	[5907]	561	55
162	[45]	561	55
163	[1261]	561	55
164	[3098]	560	55
165	[1768]	559	55
166	[1306]	558	55
167	[461]	558	55
168	[5618]	557	55
169	[5832]	557	55
170	[85]	557	55
171	[303]	556	54
172	[4085]	556	54
173	[2648]	556	54
174	[2846]	556	54
175	[346]	556	54
176	[2883]	555	54
177	[1756]	555	54
178	[364]	555	54
179	[3504]	555	54
180	[1511]	555	54
181	[4241]	554	54
182	[365]	554	54
183	[78]	554	54
184	[2881]	553	54
185	[4488]	553	54
186	[4330]	553	54
187	[494]	553	54
188	[5448]	553	54
189	[191]	552	54
190	[573]	552	54
191	[231]	552	54
192	[904]	552	54
193	[2468]	552	54
194	[1559]	551	54
195	[1640]	551	54
196	[869]	551	54
197	[3339]	550	54
198	[2067]	550	54
199	[1058]	550	54
200	[4028]	549	53
201	[870]	549	53
202	[1023]	549	53
203	[1764]	549	53
204	[2486]	548	53
205	[4525]	548	53
206	[4550]	547	53
207	[4920]	546	53
208	[5801]	546	53
209	[525]	546	53
210	[5254]	546	53
211	[3166]	544	53
212	[2013]	543	53
213	[3352]	543	53
214	[4256]	543	53
215	[3044]	542	52
216	[5167]	542	52
217	[5401]	541	52
218	[1318]	541	52
219	[1746]	540	52
220	[1619]	540	52
221	[4334]	540	52
222	[68]	540	52
223	[2502]	540	52
224	[1983]	539	52
225	[1137]	539	52
226	[1250]	539	52
227	[2064]	538	52
228	[3637]	538	52
229	[193]	538	52
230	[2783]	537	52
231	[1710]	537	52
232	[5677]	537	52
233	[5472]	536	52
234	[503]	535	51
235	[135]	535	51
236	[4146]	534	51
237	[4911]	534	51
238	[207]	533	51
239	[1089]	533	51
240	[3688]	533	51
241	[4276]	532	51
242	[3039]	532	51
243	[3536]	532	51
244	[5039]	532	51
245	[1310]	532	51
246	[3539]	532	51
247	[2990]	531	51
248	[1796]	531	51
249	[597]	531	51
250	[3360]	531	51
251	[5166]	530	51
252	[5933]	529	51
253	[4063]	529	51
254	[3604]	529	51
255	[5851]	529	51
256	[1257]	528	50
257	[1648]	527	50
258	[2474]	527	50
259	[3600]	527	50
260	[5830]	527	50
261	[5124]	526	50
262	[2341]	526	50
263	[1923]	526	50
264	[4159]	526	50
265	[746]	526	50
266	[6035]	525	50
267	[5279]	525	50
268	[6220]	525	50
269	[4905]	524	50
270	[1665]	523	50
271	[1625]	522	50
272	[141]	522	50
273	[3546]	522	50
274	[5817]	522	50
275	[1986]	522	50
276	[103]	522	50
277	[3284]	521	50
278	[111]	521	50
279	[6166]	521	50
280	[180]	520	49
281	[4499]	520	49
282	[5816]	519	49
283	[4216]	519	49
284	[4131]	519	49
285	[5842]	519	49
286	[2980]	518	49
287	[1836]	518	49
288	[3147]	518	49
289	[5624]	518	49
290	[2638]	518	49
291	[2337]	518	49
292	[1675]	517	49
293	[263]	517	49
294	[5900]	516	49
295	[74]	516	49
296	[4468]	515	49
297	[4362]	515	49
298	[1262]	515	49
299	[5505]	515	49
300	[3534]	514	49
301	[3925]	514	49
302	[4180]	514	49
