last update: Sun May 01 2016 00:28:44 GMT+0800 (HKT)

order	team	score	std
0	[67]	911	100
1	[1718]	883	96
2	[195]	866	94
3	[1678]	862	93
4	[2056]	858	93
5	[694]	852	92
6	[1519]	851	92
7	[148]	850	92
8	[2122]	840	90
9	[1690]	840	90
10	[2590]	828	89
11	[217]	827	89
12	[2052]	820	88
13	[230]	806	86
14	[364]	799	85
15	[1918]	794	84
16	[133]	789	83
17	[4678]	782	82
18	[3546]	778	82
19	[3476]	773	81
20	[5172]	772	81
21	[341]	771	81
22	[5895]	766	80
23	[3641]	763	80
24	[3130]	759	79
25	[4334]	755	79
26	[5406]	747	78
27	[971]	739	77
28	[1501]	739	77
29	[1024]	736	76
30	[3683]	735	76
31	[1425]	733	76
32	[2823]	730	75
33	[3538]	730	75
34	[294]	728	75
35	[225]	727	75
36	[1806]	727	75
37	[876]	722	74
38	[2451]	721	74
39	[379]	717	74
40	[1323]	716	74
41	[4564]	715	73
42	[166]	715	73
43	[5460]	714	73
44	[33]	714	73
45	[1731]	714	73
46	[987]	713	73
47	[910]	710	73
48	[3339]	708	72
49	[365]	708	72
50	[1986]	706	72
51	[3005]	704	72
52	[1756]	702	72
53	[254]	701	72
54	[3620]	700	71
55	[2834]	699	71
56	[558]	699	71
57	[3539]	699	71
58	[27]	696	71
59	[868]	696	71
60	[2557]	695	71
61	[118]	695	71
62	[525]	692	70
63	[2137]	692	70
64	[2013]	685	69
65	[179]	684	69
66	[1619]	682	69
67	[494]	681	69
68	[708]	679	69
69	[639]	677	68
70	[25]	677	68
71	[1305]	675	68
72	[16]	673	68
73	[5050]	670	67
74	[1261]	669	67
75	[4003]	669	67
76	[1241]	668	67
77	[193]	668	67
78	[85]	664	66
79	[1197]	662	66
80	[3618]	661	66
81	[2481]	661	66
82	[3357]	660	66
83	[3015]	656	65
84	[5150]	654	65
85	[1257]	651	65
86	[3481]	649	64
87	[4001]	649	64
88	[4028]	647	64
89	[125]	643	64
90	[4561]	643	64
91	[5803]	642	64
92	[233]	640	63
93	[2767]	636	63
94	[175]	634	62
95	[2648]	634	62
96	[360]	634	62
97	[4587]	632	62
98	[842]	631	62
99	[1114]	628	62
100	[3238]	628	62
101	[1089]	628	62
102	[4967]	625	61
103	[973]	625	61
104	[2614]	623	61
105	[5546]	623	61
106	[4488]	622	61
107	[3990]	622	61
108	[1736]	621	61
109	[330]	620	61
110	[1418]	620	61
111	[346]	619	60
112	[4451]	619	60
113	[1640]	619	60
114	[2474]	619	60
115	[3937]	619	60
116	[359]	619	60
117	[610]	619	60
118	[3314]	618	60
119	[3360]	617	60
120	[2194]	617	60
121	[41]	616	60
122	[2502]	615	60
123	[1538]	615	60
124	[1885]	614	60
125	[3284]	614	60
126	[2522]	613	60
127	[5813]	613	60
128	[1023]	610	59
