last update: Sun May 01 2016 11:01:23 GMT+0800 (HKT)

order	team	score	std
0	[133]	937	100
1	[67]	929	99
2	[195]	902	95
3	[1718]	883	93
4	[2056]	870	91
5	[1678]	862	90
6	[1690]	852	89
7	[694]	852	89
8	[1519]	851	89
9	[148]	850	89
10	[330]	847	88
11	[2122]	846	88
12	[2052]	834	87
13	[2834]	834	87
14	[230]	832	86
15	[217]	831	86
16	[2590]	828	86
17	[971]	808	83
18	[254]	806	83
19	[364]	799	82
20	[1918]	794	81
21	[341]	789	81
22	[3683]	786	80
23	[4678]	786	80
24	[1241]	785	80
25	[3546]	778	79
26	[3476]	777	79
27	[5172]	772	78
28	[3641]	763	77
29	[3130]	759	77
30	[1501]	759	77
31	[4334]	755	76
32	[987]	749	75
33	[5406]	747	75
34	[1024]	744	75
35	[3538]	744	75
36	[910]	736	74
37	[1425]	733	73
38	[2823]	730	73
39	[876]	730	73
40	[294]	728	73
41	[1806]	727	72
42	[225]	727	72
43	[1986]	726	72
44	[5895]	723	72
45	[2481]	721	72
46	[2451]	721	72
47	[379]	717	71
48	[1323]	716	71
49	[166]	715	71
50	[1731]	714	71
51	[5460]	714	71
52	[33]	714	71
53	[3005]	712	71
54	[4564]	712	71
55	[3015]	708	70
56	[365]	708	70
57	[3339]	708	70
58	[2557]	703	69
59	[1756]	702	69
60	[3620]	700	69
61	[3539]	699	69
62	[1197]	698	69
63	[27]	696	68
64	[868]	696	68
65	[118]	695	68
66	[525]	692	68
67	[2137]	692	68
68	[5050]	690	68
69	[4003]	687	67
70	[2013]	685	67
71	[179]	684	67
72	[708]	679	66
73	[25]	677	66
74	[1619]	676	66
75	[16]	673	65
76	[1305]	672	65
77	[1261]	669	65
78	[193]	668	65
79	[85]	664	64
80	[3618]	661	64
81	[3357]	660	64
82	[5150]	654	63
83	[1257]	651	63
84	[3481]	649	62
85	[4001]	649	62
86	[233]	648	62
87	[4028]	647	62
88	[125]	643	61
89	[4561]	643	61
90	[5803]	642	61
91	[639]	638	61
92	[2767]	636	61
93	[360]	634	60
94	[175]	634	60
95	[2648]	634	60
96	[4587]	632	60
97	[842]	631	60
98	[1089]	628	60
99	[1114]	628	60
100	[3238]	628	60
101	[973]	625	59
102	[120]	625	59
103	[4967]	625	59
104	[2614]	623	59
105	[5546]	623	59
106	[3990]	622	59
107	[4488]	622	59
108	[1736]	621	59
109	[1418]	620	58
110	[3937]	619	58
111	[2474]	619	58
112	[4451]	619	58
113	[610]	619	58
114	[1640]	619	58
115	[359]	619	58
116	[346]	619	58
117	[3314]	618	58
118	[2194]	617	58
119	[3360]	617	58
120	[41]	616	58
121	[1538]	615	58
122	[1885]	614	58
123	[3284]	614	58
124	[5813]	613	58
125	[2522]	613	58
126	[1023]	610	57
127	[3663]	609	57
128	[2637]	608	57
129	[4613]	608	57
130	[20]	608	57
131	[48]	606	57
132	[2383]	606	57
133	[2471]	606	57
134	[3044]	604	56
135	[70]	602	56
136	[176]	600	56
137	[2485]	600	56
138	[3478]	599	56
139	[5448]	599	56
140	[4391]	599	56
141	[503]	599	56
142	[122]	598	56
143	[5499]	597	55
144	[229]	596	55
145	[333]	596	55
146	[4103]	596	55
147	[135]	596	55
148	[3309]	595	55
149	[1058]	594	55
150	[2035]	593	55
151	[1011]	591	55
152	[3419]	590	55
153	[303]	590	55
154	[1747]	589	54
155	[2054]	589	54
156	[558]	589	54
157	[5114]	589	54
158	[686]	588	54
159	[177]	586	54
160	[548]	586	54
161	[573]	586	54
162	[1662]	585	54
163	[1768]	585	54
164	[3042]	584	54
165	[172]	584	54
166	[1137]	582	53
167	[1405]	582	53
168	[869]	582	53
169	[5663]	581	53
170	[231]	580	53
171	[2046]	579	53
172	[4061]	579	53
173	[2438]	578	53
174	[2067]	578	53
175	[5254]	578	53
176	[126]	577	53
177	[1625]	577	53
178	[1099]	576	53
179	[1684]	576	53
180	[329]	575	53
181	[5437]	575	53
182	[2771]	575	53
183	[78]	574	52
184	[494]	574	52
185	[4256]	573	52
186	[228]	573	52
187	[2439]	570	52
188	[4253]	570	52
189	[1262]	570	52
190	[3352]	567	52
191	[1775]	567	52
192	[1712]	567	52
193	[3574]	566	51
194	[3166]	566	51
195	[1983]	566	51
196	[1143]	566	51
197	[4276]	565	51
198	[1477]	564	51
199	[1987]	564	51
200	[461]	564	51
201	[2783]	564	51
202	[245]	563	51
203	[1540]	563	51
204	[858]	562	51
205	[3534]	562	51
206	[2655]	561	51
207	[5326]	560	51
208	[180]	560	51
209	[2393]	560	51
210	[2415]	559	50
211	[207]	558	50
212	[3970]	558	50
213	[2147]	557	50
214	[1676]	557	50
215	[4469]	557	50
216	[74]	556	50
217	[5166]	556	50
218	[1124]	556	50
219	[4362]	556	50
220	[4085]	555	50
221	[4242]	555	50
222	[1710]	555	50
223	[3536]	555	50
224	[45]	555	50
225	[3847]	554	50
226	[3245]	553	50
227	[2403]	553	50
228	[3824]	552	50
229	[321]	552	50
230	[1481]	551	49
231	[5618]	551	49
232	[2881]	550	49
233	[4122]	549	49
234	[4264]	548	49
235	[2996]	548	49
236	[5907]	548	49
237	[2586]	547	49
238	[6153]	546	49
239	[2486]	546	49
240	[263]	546	49
241	[57]	546	49
242	[5878]	545	49
243	[3098]	545	49
244	[834]	545	49
245	[3310]	545	49
246	[3504]	545	49
247	[4009]	545	49
248	[904]	545	49
249	[1391]	544	48
250	[295]	543	48
251	[272]	543	48
252	[3211]	543	48
253	[1250]	543	48
254	[2175]	543	48
255	[870]	543	48
256	[1675]	542	48
257	[1746]	541	48
258	[4468]	541	48
259	[1086]	541	48
260	[3932]	540	48
261	[1306]	539	48
262	[5801]	539	48
263	[4063]	538	48
264	[384]	538	48
265	[4384]	537	48
266	[2883]	537	48
267	[4550]	537	48
268	[4329]	537	48
269	[999]	537	48
270	[5472]	536	47
271	[5048]	536	47
272	[6098]	536	47
273	[5167]	536	47
274	[2974]	535	47
275	[6167]	535	47
276	[191]	535	47
277	[1065]	535	47
278	[4241]	535	47
279	[2990]	535	47
280	[3452]	534	47
281	[5914]	532	47
282	[4131]	531	47
283	[2619]	531	47
284	[5933]	531	47
285	[1796]	531	47
286	[6166]	530	47
287	[111]	530	47
288	[1153]	530	47
289	[3604]	529	47
290	[4499]	529	47
291	[4920]	527	46
292	[123]	527	46
293	[1730]	527	46
294	[5832]	527	46
295	[4060]	527	46
296	[2987]	527	46
297	[1533]	527	46
298	[3234]	526	46
299	[401]	526	46
300	[1310]	526	46
301	[4905]	526	46
302	[2081]	526	46
303	[6086]	525	46
304	[5016]	525	46
305	[2468]	525	46
306	[2445]	525	46
307	[2337]	524	46
308	[6025]	524	46
309	[5199]	523	46
310	[2846]	523	46
311	[1836]	521	45
312	[4911]	521	45
313	[5913]	520	45
314	[5518]	520	45
315	[5818]	519	45
316	[5279]	519	45
317	[4525]	518	45
318	[4180]	518	45
319	[3147]	518	45
320	[319]	518	45
321	[60]	518	45
322	[4290]	517	45
323	[1318]	517	45
324	[2502]	517	45
325	[181]	516	45
326	[2363]	516	45
327	[3770]	516	45
328	[1258]	516	45
329	[5124]	516	45
330	[5842]	515	45
331	[3602]	515	45
332	[4183]	515	45
333	[5980]	515	45
334	[3688]	515	45
335	[1559]	515	45
336	[3128]	514	45
337	[4377]	514	45
338	[6221]	514	45
339	[5851]	514	45
340	[4330]	513	44
341	[5030]	513	44
342	[6035]	512	44
343	[423]	512	44
344	[4216]	512	44
345	[107]	512	44
346	[2733]	512	44
347	[1296]	511	44
348	[5039]	511	44
349	[5098]	510	44
350	[6144]	509	44
351	[1529]	508	44
352	[5712]	507	44
353	[1511]	507	44
354	[5830]	507	44
355	[4146]	507	44
356	[5624]	506	44
357	[5404]	506	44
358	[1769]	505	43
359	[6171]	505	43
360	[68]	505	43
361	[4010]	504	43
362	[3637]	503	43
363	[5872]	503	43
364	[287]	503	43
365	[1701]	503	43
366	[1126]	502	43
367	[5891]	501	43
368	[2634]	500	43
369	[2980]	500	43
370	[5450]	500	43
371	[5505]	500	43
372	[2168]	500	43
373	[3039]	500	43
374	[1648]	500	43
375	[5920]	499	43
376	[5439]	499	43
377	[2642]	499	43
378	[4930]	499	43
379	[1764]	498	42
380	[3506]	498	42
381	[2638]	498	42
382	[3260]	498	42
383	[4534]	498	42
384	[6175]	497	42
385	[1723]	497	42
386	[1339]	497	42
387	[4646]	497	42
388	[5837]	497	42
389	[836]	496	42
390	[5431]	496	42
391	[5006]	496	42
392	[5910]	496	42
393	[4405]	496	42
394	[5677]	495	42
395	[4519]	495	42
396	[141]	494	42
397	[2848]	494	42
398	[4403]	494	42
399	[279]	494	42
400	[3397]	493	42
401	[103]	493	42
402	[3930]	493	42
403	[5924]	493	42
404	[3853]	492	42
405	[1671]	492	42
406	[2341]	492	42
407	[5996]	492	42
408	[812]	492	42
409	[5804]	491	42
410	[2064]	491	42
411	[2978]	491	42
412	[1510]	490	41
413	[4159]	490	41
414	[5726]	489	41
415	[5816]	489	41
416	[4536]	489	41
417	[1325]	489	41
418	[5900]	489	41
419	[3880]	488	41
420	[3656]	488	41
421	[339]	488	41
422	[3490]	487	41
423	[4450]	487	41
424	[6193]	487	41
425	[5885]	487	41
426	[4188]	487	41
427	[5811]	487	41
428	[5053]	487	41
429	[8]	486	41
430	[188]	486	41
431	[5401]	486	41
432	[6219]	486	41
433	[5926]	486	41
434	[1389]	486	41
435	[4945]	486	41
436	[498]	485	41
437	[4931]	483	40
438	[4508]	483	40
