last update: Sat Apr 30 2016 03:57:16 GMT+0800 (HKT)

order	team	score	std
0	[1241]	865	100
1	[67]	825	94
2	[195]	820	93
3	[973]	810	92
4	[2451]	785	88
5	[1519]	752	84
6	[254]	741	82
7	[230]	741	82
8	[27]	730	80
9	[133]	729	80
10	[118]	728	80
11	[3620]	716	78
12	[5172]	711	78
13	[2823]	705	77
14	[148]	702	76
15	[971]	699	76
16	[166]	694	75
17	[16]	688	74
18	[179]	683	74
19	[225]	682	74
20	[4003]	675	73
21	[1024]	670	72
22	[3314]	665	71
23	[2035]	665	71
24	[2056]	662	71
25	[3641]	657	70
26	[48]	654	69
27	[5546]	650	69
28	[610]	649	69
29	[294]	648	69
30	[360]	646	68
31	[2767]	645	68
32	[708]	644	68
33	[1425]	644	68
34	[1678]	642	68
35	[1918]	642	68
36	[1690]	641	68
37	[2614]	640	67
38	[359]	639	67
39	[694]	639	67
40	[217]	639	67
41	[4564]	635	67
42	[333]	635	67
43	[868]	634	67
44	[1731]	630	66
45	[2052]	627	66
46	[1736]	627	66
47	[1538]	627	66
48	[1806]	626	65
49	[3683]	625	65
50	[1418]	623	65
51	[122]	622	65
52	[5663]	620	65
53	[3357]	620	65
54	[3990]	620	65
55	[4678]	620	65
56	[558]	618	64
57	[2471]	618	64
58	[2393]	617	64
59	[1323]	617	64
60	[330]	616	64
61	[2485]	614	64
62	[5150]	614	64
63	[1885]	614	64
64	[3663]	613	64
65	[126]	613	64
66	[3309]	613	64
67	[1114]	612	63
68	[2996]	611	63
69	[2557]	611	63
70	[1305]	611	63
71	[2054]	610	63
72	[876]	610	63
73	[25]	609	63
74	[2637]	608	63
75	[33]	608	63
76	[20]	608	63
77	[5895]	606	63
78	[3130]	605	62
79	[3476]	605	62
80	[3238]	605	62
81	[2590]	605	62
82	[842]	605	62
83	[4561]	605	62
84	[4587]	604	62
85	[2137]	603	62
86	[1747]	601	62
87	[2122]	601	62
88	[910]	600	62
89	[5406]	598	61
90	[2403]	598	61
91	[1718]	597	61
92	[4451]	597	61
93	[4391]	597	61
94	[2013]	597	61
95	[3044]	596	61
96	[41]	596	61
97	[3937]	595	61
98	[548]	595	61
99	[1058]	594	61
100	[229]	594	61
101	[3618]	594	61
102	[1501]	593	61
103	[172]	593	61
104	[5499]	593	61
105	[245]	593	61
106	[70]	592	60
107	[2834]	591	60
108	[4613]	590	60
109	[319]	590	60
110	[346]	589	60
111	[1011]	589	60
112	[5460]	589	60
113	[2481]	588	60
114	[125]	587	60
115	[177]	586	60
116	[1306]	586	60
117	[4967]	585	59
118	[5907]	585	59
119	[303]	584	59
120	[4103]	584	59
121	[1124]	583	59
122	[2046]	582	59
123	[2175]	582	59
124	[3005]	582	59
125	[4242]	580	59
126	[5114]	580	59
